Quarter,Benefit_Group,Continuous_duration,Gender,Age_Group,Ethnicity,Count
DEC10,Sole Parent Support,More than 1 year,Female,25-39,Maori,15566
DEC10,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3581
DEC10,Sole Parent Support,More than 1 year,Female,25-39,Other,2552
DEC10,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,259
DEC10,Sole Parent Support,More than 1 year,Female,40-54,NZ European,6215
DEC10,Sole Parent Support,More than 1 year,Female,40-54,Maori,4964
DEC10,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1437
DEC10,Sole Parent Support,More than 1 year,Female,40-54,Other,2096
DEC10,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,283
DEC10,Sole Parent Support,More than 1 year,Female,55-64,NZ European,173
DEC10,Sole Parent Support,More than 1 year,Female,55-64,Maori,316
DEC10,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,151
DEC10,Sole Parent Support,More than 1 year,Female,55-64,Other,69
DEC10,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,11
DEC10,Sole Parent Support,More than 1 year,Male,18-24,NZ European,74
DEC10,Sole Parent Support,More than 1 year,Male,18-24,Maori,270
DEC10,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,41
DEC10,Sole Parent Support,More than 1 year,Male,18-24,Other,7
DEC10,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,8
DEC10,Sole Parent Support,More than 1 year,Male,25-39,NZ European,959
DEC10,Sole Parent Support,More than 1 year,Male,25-39,Maori,1860
DEC10,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,342
DEC10,Sole Parent Support,More than 1 year,Male,25-39,Other,117
DEC10,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,18
DEC10,Sole Parent Support,More than 1 year,Male,40-54,NZ European,921
DEC10,Sole Parent Support,More than 1 year,Male,40-54,Maori,1049
DEC10,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,251
DEC10,Sole Parent Support,More than 1 year,Male,40-54,Other,215
DEC10,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,40
DEC10,Sole Parent Support,More than 1 year,Male,55-64,NZ European,105
DEC10,Sole Parent Support,More than 1 year,Male,55-64,Maori,92
DEC10,Sole Parent Support,More than 1 year,Male,55-64,Pacific Island,45
DEC10,Sole Parent Support,More than 1 year,Male,55-64,Other,36
DEC10,Sole Parent Support,More than 1 year,Male,55-64,Unspecified,11
DEC10,Supported Living,1 year or less,Female,18-24,NZ European,117
DEC10,Supported Living,1 year or less,Female,18-24,Maori,111
DEC10,Supported Living,1 year or less,Female,18-24,Pacific Island,67
DEC10,Supported Living,1 year or less,Female,18-24,Other,36
DEC10,Supported Living,1 year or less,Female,18-24,Unspecified,10
DEC10,Supported Living,1 year or less,Female,25-39,NZ European,174
DEC10,Supported Living,1 year or less,Female,25-39,Maori,150
DEC10,Supported Living,1 year or less,Female,25-39,Pacific Island,87
DEC10,Supported Living,1 year or less,Female,25-39,Other,44
DEC10,Supported Living,1 year or less,Female,25-39,Unspecified,7
DEC10,Supported Living,1 year or less,Female,40-54,NZ European,446
DEC10,Supported Living,1 year or less,Female,40-54,Maori,264
DEC10,Supported Living,1 year or less,Female,40-54,Pacific Island,109
DEC10,Supported Living,1 year or less,Female,40-54,Other,169
DEC10,Supported Living,1 year or less,Female,40-54,Unspecified,90
DEC10,Supported Living,1 year or less,Female,55-64,NZ European,420
DEC10,Supported Living,1 year or less,Female,55-64,Maori,138
DEC10,Supported Living,1 year or less,Female,55-64,Pacific Island,64
DEC10,Supported Living,1 year or less,Female,55-64,Other,197
DEC10,Supported Living,1 year or less,Female,55-64,Unspecified,169
DEC10,Supported Living,1 year or less,Male,18-24,NZ European,153
DEC10,Supported Living,1 year or less,Male,18-24,Maori,121
DEC10,Supported Living,1 year or less,Male,18-24,Pacific Island,31
DEC10,Supported Living,1 year or less,Male,18-24,Other,50
DEC10,Supported Living,1 year or less,Male,18-24,Unspecified,7
DEC10,Supported Living,1 year or less,Male,25-39,NZ European,175
DEC10,Supported Living,1 year or less,Male,25-39,Maori,175
DEC10,Supported Living,1 year or less,Male,25-39,Pacific Island,55
DEC10,Supported Living,1 year or less,Male,25-39,Other,49
DEC10,Supported Living,1 year or less,Male,25-39,Unspecified,11
DEC10,Supported Living,1 year or less,Male,40-54,NZ European,374
DEC10,Supported Living,1 year or less,Male,40-54,Maori,226
DEC10,Supported Living,1 year or less,Male,40-54,Pacific Island,68
DEC10,Supported Living,1 year or less,Male,40-54,Other,126
DEC10,Supported Living,1 year or less,Male,40-54,Unspecified,72
DEC10,Supported Living,1 year or less,Male,55-64,NZ European,544
DEC10,Supported Living,1 year or less,Male,55-64,Maori,149
DEC10,Supported Living,1 year or less,Male,55-64,Pacific Island,51
DEC10,Supported Living,1 year or less,Male,55-64,Other,193
DEC10,Supported Living,1 year or less,Male,55-64,Unspecified,154
DEC10,Supported Living,More than 1 year,Female,18-24,NZ European,1547
DEC10,Supported Living,More than 1 year,Female,18-24,Maori,741
DEC10,Supported Living,More than 1 year,Female,18-24,Pacific Island,208
DEC10,Supported Living,More than 1 year,Female,18-24,Other,275
DEC10,Supported Living,More than 1 year,Female,18-24,Unspecified,73
DEC10,Supported Living,More than 1 year,Female,25-39,NZ European,3934
DEC10,Supported Living,More than 1 year,Female,25-39,Maori,2093
DEC10,Supported Living,More than 1 year,Female,25-39,Pacific Island,575
DEC10,Supported Living,More than 1 year,Female,25-39,Other,883
DEC10,Supported Living,More than 1 year,Female,25-39,Unspecified,61
DEC10,Supported Living,More than 1 year,Female,40-54,NZ European,8466
DEC10,Supported Living,More than 1 year,Female,40-54,Maori,3997
DEC10,Supported Living,More than 1 year,Female,40-54,Pacific Island,976
DEC10,Supported Living,More than 1 year,Female,40-54,Other,2553
DEC10,Supported Living,More than 1 year,Female,40-54,Unspecified,323
DEC10,Supported Living,More than 1 year,Female,55-64,NZ European,8327
DEC10,Supported Living,More than 1 year,Female,55-64,Maori,2866
DEC10,Supported Living,More than 1 year,Female,55-64,Pacific Island,821
DEC10,Supported Living,More than 1 year,Female,55-64,Other,2754
DEC10,Supported Living,More than 1 year,Female,55-64,Unspecified,721
DEC10,Supported Living,More than 1 year,Male,18-24,NZ European,1939
DEC10,Supported Living,More than 1 year,Male,18-24,Maori,914
DEC10,Supported Living,More than 1 year,Male,18-24,Pacific Island,231
DEC10,Supported Living,More than 1 year,Male,18-24,Other,372
DEC10,Supported Living,More than 1 year,Male,18-24,Unspecified,79
DEC10,Supported Living,More than 1 year,Male,25-39,NZ European,4926
DEC10,Supported Living,More than 1 year,Male,25-39,Maori,2694
DEC10,Supported Living,More than 1 year,Male,25-39,Pacific Island,581
DEC10,Supported Living,More than 1 year,Male,25-39,Other,1063
DEC10,Supported Living,More than 1 year,Male,25-39,Unspecified,55
DEC10,Supported Living,More than 1 year,Male,40-54,NZ European,9258
DEC10,Supported Living,More than 1 year,Male,40-54,Maori,3961
DEC10,Supported Living,More than 1 year,Male,40-54,Pacific Island,738
DEC10,Supported Living,More than 1 year,Male,40-54,Other,2614
DEC10,Supported Living,More than 1 year,Male,40-54,Unspecified,272
DEC10,Supported Living,More than 1 year,Male,55-64,NZ European,8060
DEC10,Supported Living,More than 1 year,Male,55-64,Maori,2491
DEC10,Supported Living,More than 1 year,Male,55-64,Pacific Island,858
DEC10,Supported Living,More than 1 year,Male,55-64,Other,2544
DEC10,Supported Living,More than 1 year,Male,55-64,Unspecified,527
DEC10,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,NZ European,205
DEC10,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,353
DEC10,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,65
DEC10,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,30
DEC10,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,31
DEC10,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Ethnicity suppressed,68
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,NZ European,137
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Maori,297
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Pacific Island,58
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Other,22
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Unspecified,12
DEC10,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,11
DEC10,Other Main Benefit,1 year or less,Female,18-24,NZ European,2224
DEC10,Other Main Benefit,1 year or less,Female,18-24,Maori,1091
DEC10,Other Main Benefit,1 year or less,Female,18-24,Pacific Island,439
DEC10,Other Main Benefit,1 year or less,Female,18-24,Other,1857
DEC10,Other Main Benefit,1 year or less,Female,18-24,Unspecified,171
DEC10,Other Main Benefit,1 year or less,Female,25-39,NZ European,819
DEC10,Other Main Benefit,1 year or less,Female,25-39,Maori,513
DEC10,Other Main Benefit,1 year or less,Female,25-39,Pacific Island,192
DEC10,Other Main Benefit,1 year or less,Female,25-39,Other,639
DEC10,Other Main Benefit,1 year or less,Female,25-39,Unspecified,24
DEC10,Other Main Benefit,1 year or less,Female,40-54,NZ European,299
DEC10,Other Main Benefit,1 year or less,Female,40-54,Maori,282
DEC10,Other Main Benefit,1 year or less,Female,40-54,Pacific Island,77
DEC10,Other Main Benefit,1 year or less,Female,40-54,Other,328
DEC10,Other Main Benefit,1 year or less,Female,40-54,Unspecified,6
DEC10,Other Main Benefit,1 year or less,Female,55-64,NZ European,76
DEC10,Other Main Benefit,1 year or less,Female,55-64,Maori,59
DEC10,Other Main Benefit,1 year or less,Female,55-64,Pacific Island,21
DEC10,Other Main Benefit,1 year or less,Female,55-64,Other,141
DEC10,Other Main Benefit,1 year or less,Female,55-64,Unspecified,12
DEC10,Other Main Benefit,1 year or less,Male,18-24,NZ European,1842
DEC10,Other Main Benefit,1 year or less,Male,18-24,Maori,941
DEC10,Other Main Benefit,1 year or less,Male,18-24,Pacific Island,211
DEC10,Other Main Benefit,1 year or less,Male,18-24,Other,1679
DEC10,Other Main Benefit,1 year or less,Male,18-24,Unspecified,145
DEC10,Other Main Benefit,1 year or less,Male,25-39,NZ European,938
DEC10,Other Main Benefit,1 year or less,Male,25-39,Maori,831
DEC10,Other Main Benefit,1 year or less,Male,25-39,Pacific Island,172
DEC10,Other Main Benefit,1 year or less,Male,25-39,Other,710
DEC10,Other Main Benefit,1 year or less,Male,25-39,Unspecified,19
DEC10,Other Main Benefit,1 year or less,Male,40-54,NZ European,276
DEC10,Other Main Benefit,1 year or less,Male,40-54,Maori,292
DEC10,Other Main Benefit,1 year or less,Male,40-54,Pacific Island,66
DEC10,Other Main Benefit,1 year or less,Male,40-54,Other,238
DEC10,Other Main Benefit,1 year or less,Male,40-54,Unspecified,6
DEC10,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,211
DEC10,Other Main Benefit,More than 1 year,Female,18-24,NZ European,24
DEC10,Other Main Benefit,More than 1 year,Female,18-24,Maori,80
DEC10,Other Main Benefit,More than 1 year,Female,18-24,Pacific Island,70
DEC10,Other Main Benefit,More than 1 year,Female,18-24,Other,45
DEC10,Other Main Benefit,More than 1 year,Female,18-24,Unspecified,7
DEC10,Other Main Benefit,More than 1 year,Female,25-39,NZ European,32
DEC10,Other Main Benefit,More than 1 year,Female,25-39,Maori,136
DEC10,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,105
DEC10,Other Main Benefit,More than 1 year,Female,25-39,Other,210
DEC10,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,8
DEC10,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,324
DEC10,Other Main Benefit,More than 1 year,Female,55-64,NZ European,47
DEC10,Other Main Benefit,More than 1 year,Female,55-64,Maori,41
DEC10,Other Main Benefit,More than 1 year,Female,55-64,Pacific Island,57
DEC10,Other Main Benefit,More than 1 year,Female,55-64,Other,94
DEC10,Other Main Benefit,More than 1 year,Female,55-64,Unspecified,7
DEC10,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,180
DEC10,Other Main Benefit,More than 1 year,Male,25-39,NZ European,66
DEC10,Other Main Benefit,More than 1 year,Male,25-39,Maori,422
DEC10,Other Main Benefit,More than 1 year,Male,25-39,Pacific Island,76
DEC10,Other Main Benefit,More than 1 year,Male,25-39,Other,82
DEC10,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,335
DEC10,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,98
MAR11,Jobseeker Support,1 year or less,Female,18-24,NZ European,3416
MAR11,Jobseeker Support,1 year or less,Female,18-24,Maori,3350
MAR11,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,957
MAR11,Jobseeker Support,1 year or less,Female,18-24,Other,916
MAR11,Jobseeker Support,1 year or less,Female,18-24,Unspecified,509
MAR11,Jobseeker Support,1 year or less,Female,25-39,NZ European,2158
MAR11,Jobseeker Support,1 year or less,Female,25-39,Maori,1593
MAR11,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,495
MAR11,Jobseeker Support,1 year or less,Female,25-39,Other,765
MAR11,Jobseeker Support,1 year or less,Female,25-39,Unspecified,63
MAR11,Jobseeker Support,1 year or less,Female,40-54,NZ European,2647
MAR11,Jobseeker Support,1 year or less,Female,40-54,Maori,1639
MAR11,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,398
MAR11,Jobseeker Support,1 year or less,Female,40-54,Other,1053
MAR11,Jobseeker Support,1 year or less,Female,40-54,Unspecified,184
MAR11,Jobseeker Support,1 year or less,Female,55-64,NZ European,1919
MAR11,Jobseeker Support,1 year or less,Female,55-64,Maori,634
MAR11,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,178
MAR11,Jobseeker Support,1 year or less,Female,55-64,Other,764
MAR11,Jobseeker Support,1 year or less,Female,55-64,Unspecified,239
MAR11,Jobseeker Support,1 year or less,Male,18-24,NZ European,4946
MAR11,Jobseeker Support,1 year or less,Male,18-24,Maori,4586
MAR11,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,1003
MAR11,Jobseeker Support,1 year or less,Male,18-24,Other,1136
MAR11,Jobseeker Support,1 year or less,Male,18-24,Unspecified,603
MAR11,Jobseeker Support,1 year or less,Male,25-39,NZ European,5176
MAR11,Jobseeker Support,1 year or less,Male,25-39,Maori,4599
MAR11,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,1031
MAR11,Jobseeker Support,1 year or less,Male,25-39,Other,1560
MAR11,Jobseeker Support,1 year or less,Male,25-39,Unspecified,142
MAR11,Jobseeker Support,1 year or less,Male,40-54,NZ European,4193
MAR11,Jobseeker Support,1 year or less,Male,40-54,Maori,2765
MAR11,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,694
MAR11,Jobseeker Support,1 year or less,Male,40-54,Other,1276
MAR11,Jobseeker Support,1 year or less,Male,40-54,Unspecified,200
MAR11,Jobseeker Support,1 year or less,Male,55-64,NZ European,2137
MAR11,Jobseeker Support,1 year or less,Male,55-64,Maori,761
MAR11,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,239
MAR11,Jobseeker Support,1 year or less,Male,55-64,Other,797
MAR11,Jobseeker Support,1 year or less,Male,55-64,Unspecified,163
MAR11,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1792
MAR11,Jobseeker Support,More than 1 year,Female,18-24,Maori,1513
MAR11,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,344
MAR11,Jobseeker Support,More than 1 year,Female,18-24,Other,287
MAR11,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,210
MAR11,Jobseeker Support,More than 1 year,Female,25-39,NZ European,3048
MAR11,Jobseeker Support,More than 1 year,Female,25-39,Maori,2626
MAR11,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,600
MAR11,Jobseeker Support,More than 1 year,Female,25-39,Other,748
MAR11,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,44
MAR11,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6694
MAR11,Jobseeker Support,More than 1 year,Female,40-54,Maori,4694
MAR11,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,1043
MAR11,Jobseeker Support,More than 1 year,Female,40-54,Other,2668
MAR11,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,320
MAR11,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5456
MAR11,Jobseeker Support,More than 1 year,Female,55-64,Maori,2213
MAR11,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,947
MAR11,Jobseeker Support,More than 1 year,Female,55-64,Other,2460
MAR11,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,509
MAR11,Jobseeker Support,More than 1 year,Male,18-24,NZ European,2375
MAR11,Jobseeker Support,More than 1 year,Male,18-24,Maori,1942
MAR11,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,423
MAR11,Jobseeker Support,More than 1 year,Male,18-24,Other,438
MAR11,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,190
MAR11,Jobseeker Support,More than 1 year,Male,25-39,NZ European,6069
MAR11,Jobseeker Support,More than 1 year,Male,25-39,Maori,5134
MAR11,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,1176
MAR11,Jobseeker Support,More than 1 year,Male,25-39,Other,1435
MAR11,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,94
MAR11,Jobseeker Support,More than 1 year,Male,40-54,NZ European,7468
MAR11,Jobseeker Support,More than 1 year,Male,40-54,Maori,5207
MAR11,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1346
MAR11,Jobseeker Support,More than 1 year,Male,40-54,Other,2210
MAR11,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,195
MAR11,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4045
MAR11,Jobseeker Support,More than 1 year,Male,55-64,Maori,1591
